department,title,author,date,link,custom_id,content
film_arts,[졸업] 2025학년도 2학기 졸업 종합 안내,N/A,2025-12-02,http://ssfilm.ssu.ac.kr/notice/notice_view?NoticeIndex=703,703,"2025학년도 2학기 졸업 종합 안내
25-2학기 졸업예정자를 대상으로 졸업 종합 안내드립니다.
*이번 학기 주요 변경 사항*
0학점재학제도 폐지
학사학위 취득유예제도 신설
제도 변경에 따라 졸업예정자의 졸업확정신고 선택지가 변경됩니다.
동의 – 졸업
거부 – 추가학기(졸업에 필요한 학점 기준 미충족자 or 학점 기준 충족 후 학업 지속 희망자)
학사학위 취득유예(졸업에 필요한 학점 기준, 논문/시험 등 모든 요건 충족자)
수료(졸업에 필요한 학점 기준 충족, 논문/시험 요건 미충족자)(졸업확정신고 없이 수료요건 충족자 자동 수료처리)
*학점 기준 충족+논문/시험 미충족자는 수료 대상자이지만 졸업 제도 변경에 따라 한시적으로 유예 신청이 가능합니다.
세부 내용은 첨부파일을 참고하시기 바랍니다.
감사합니다.
해당 공지사항 바로 가기

[첨부파일: 2025-2학기-졸업-종합-안내학생-공지용.pdf]"
film_arts,[장학] 2025-2학기 성적향상장학금 신청 안내,N/A,2025-12-02,http://ssfilm.ssu.ac.kr/notice/notice_view?NoticeIndex=702,702,"성적향상장학금은 학업성취도가 현저히 향상된 학생에게 학업을 독려하고자 지원하는 장학금입니다. 수업료를 초과하여 지원하는 학업장려비성 장학금이므로, 많은 관심과 신청 바랍니다.
1. 장학금액: 총 50,000,000원(1인당 500,000원씩 총 100명 선발)
가. 학업장려비 지원 목적으로 수업료를 초과하여 지급 가능
나. 졸업 시까지
1
회에 한하여 수혜 가능
→
기존 수혜 이력이 있는 자는 선발 불가
2. 지원목적: 재학생(학사경고자 포함)의 학업성취도 평가 장학금을 지원하고, 동기부여 제공
3. 자격요건
가. 2025학년도 2학기 국가장학금 신청 여부와 무관하게 신청 가능
나. 2025학년도 2학기 현재 기준 재학생으로 등록금 납부를 완료한 자
※ 장학금 지급일 기준 휴학, 제적, 자퇴, 등록대체자 제외
다. 정규등록 8학기 이내인 자(건축학부 건축학전공: 정규등록 10학기 이내인 자)
라. 2025
학년도
2
학기 기준
15학점 이상, 평점평균 2.5 이상 취득한 자
※
계절학기 제외 정규학기
F
학점 포함 학적부성적 기준
※
2025
학년도
2
학기 성적확정일인
2026.01.08(
목
)
까지 인정된 학점 및 성적까지만 산정
하여 성적향상장학금 선발 예정이며
,
이후 인정된 학점
(K-MOOC,
학점교류 학점 등
)
은
성적향상장학금의 기준 학점 및 평점평균에 반영하지 않으니 유의
마. 2개 학기(2025년 1학기~2025년 2학기) 모두 연속 재학하고, 학업성적을 부여받은 자
※
2
개 학기 중
1
개 학기 이상 교환학생
,
해외봉사 등 모두
P/F
로 평가
,
평점평균이 없는
경우 선발 불가
바. 직전 학기 학사경고자 중 아래 학사경고자 대상 프로그램에 2개 학기(2025년 1학기~2025년 2학기) 내 참여한 자는 선발 시 우대
1) 교수학습혁신팀: 학습법 워크샵, 1:1 학습코칭
2) 상담센터: 심리검사 및 상담
4. 신청방법 및 기간
가. u-SAINT 로그인 → 등록/장학 → 교내장학금 신청 → “성적향상장학금” 신청(별도 제
출 서류 없음)
나. 2026
년
1
월
2
일
(
금
) 10:00 ~ 9
일
(
금
) 17:00
(신청 시작 및 종료일 제외하고 기간 내 24
시간, 주말 포함 신청 가능)
5. 선발기준
가. 직전학기 취득평점을 4구간으로 구분하여, 구간별 지원자 내 경쟁
나. 선발순위
1) 1순위: 직전학기(2025-1) 대비 당해 학기(2025-2) 평점평균 차이가 높은 자
2) 2순위: 직전학기(2025-1) 대비 당해 학기(2025-2) 산술평균 차이가 높은 자
3) 3순위 : 당해 학기(2025-2) 이수학점이 높은 자
6. 선발일정
가. 결과발표: 2026.01.19.(월) 예정(홈페이지 공지사항 및 u-SAINT 장학금 수혜내역 조회)
나. 장학금 지급: 1월 말 예정
※ 2025학년도 성적향상장학금은 총학생회 특별장학금의 예산으로 운영됩니다.
2025. 12.
학 생 처 장
해당 공지사항 바로 가기"
film_arts,[장학] 2026-1학기 한국장학재단 주거안정장학금 1차 신청 안내,N/A,2025-12-02,http://ssfilm.ssu.ac.kr/notice/notice_view?NoticeIndex=701,701,"2025학년도 2학기 한국장학재단 주거안정장학금 신청과 관련하여 다음과 같이 안내합니다.
1. 신청대상(아래 모든 요건을 모두 충족)
가. 2026학년도 1학기 재학생(신·편입생 포함) 및 복학(예정)생
나. 만 39세 이하 미혼, 기초·차상위계층
다.
부모 주소지
가 통학이 어려운 원거리 지역에 해당
※
원거리 미인정 지역: 서울특별시, 인청광역시 및 경기도(단, 인천광역시 행정구역 중 옹진군 전체, 강화군 교동면, 삼산면 및 서도면은 제외)
※ 상세 범위는 한국장학재단 누리집(
www.kosaf.go.kr)
참고
2. 신청기간: 2025.11.20.(목) 9:00~12.26.(금) 18:00까지
※ 선발결과 공개일: 2026년 4월(예정)
※ 국가장학금 신청기간과 동일하게 학기당 2회 신청받으며, 학적(신입생, 재학생) 구분없이 1, 2차 모두 신청 가능
3. 서류 제출 및 가구원 동의 기간: 2025.11.20.(목) 9:00~2026.01.02.(금) 18:00까지
※ 신청자 본인이 기초·차상위자격을 보유한 경우에도, 가구원 동의를 반드시 진행해야 함
4. 신청방법: 한국장학재단 누리집(
www.kosaf.go.kr)
및 모바일 앱에서 신청
5. 지원내용: 월 최대 20만원, 연간 최대 240만원
6. 이수학점 및 성적 기준
– 이수학점: 직전학기 12학점 이상
– 산술평균 70점 이상
※ F학점이 포함된 학적부 성적 기준
※ 졸업학기의 경우, 직전학기 이수학점 기준 미적용
※ 신·편입생, 재입학생: 첫 학기에 한하여 성적 및 이수학점 기준 미적용
※ 직전학기 성적이 모두 P/F인 경우, 산출 가능한 가장 최근학기 성적 적용
7. 우선지원 및 지원제외 대상
가. 우선지원 대상: 기초생활수급자 > 차상위계층 > 직전학기 산술평균 상위자 > 저학년
나. 지급제외 대상
1) 계절학기 수강 중 중도 취소 환불자
2) 학적변동(휴학, 자퇴, 졸업 등)
※ 학적변동 이후 주거안정장학금은 지급 불가하되, 학적변동일이 속한 당월까지의 주거 비용은 지급 가능.
단
, 3
월 및
9
월은 수업료 전액 반환기간에 학적변동
(
휴학
,
자퇴
)
이 있는 경우 지급 불가
8. 장학금 지급 및 관리 기준
가. 지급 대상: 한국장학재단 홈페이지를 통해 “공공재정환수법 준수 등 장학생 서약서” 및 “주거안정장학금 지급 요청서(월별)” 를 제출한 장학생
나. 주거안정장학금 지급 요청서 작성 기한 및 지급 일정
다. 지급 요청서 작성 기한 초과 시 지급 불가
9. 지원범위
(임차비용) 주거시설 임차를 위해 지출하는 비용
– 임차료: 당월 지출액 (※ 청구 대상 월과 무관하게 지출일이 속한 월의 비용만 인정)
* 주택, 기숙사, 고시원 등 유형을 불문하고 거주를 목적으로 지급하는 사용료 모두 해당
* 단, 기숙사 등 선납하는 경우 ‘임차료 선급금’으로 입력 시, 과거 지출분 인정
– 임차보증금: 보증금의 4%를 월 환산하여 당월분 (보증금×0.04÷12)
* (산정 예시) 보증금 1천만원인 경우, 1천만원×4%÷12개월=33,333원 인정
(이자비용) 주거시설 임차‧저당에 따라 지출하는 이자비용(원금 제외)
– 주택 임차‧저당 차입금 또는 월세 대출 이자상환액: 당월 이자상환액
* 단, 전월세보증금대출 이자상환액은 임차보증금 월환산차임과 중복지원 불가
※ 보증금에 본인부담금, 대출금이 섞여 있는 경우, ①보증금 전액 입력(단, 보증금대출 이자비용 청구불가) 또는 ②보증금 본인부담금 입력+대출 이자비용 청구 중 택1
(수선유지비) 주거의 유지 및 수선을 위해 지출하는 비용
– 수선재료 구입비: 당월 지출한 수선재료 구입 비용
* 벽지, 장판, 변기, 욕조, 전선, 수도관, 가스배관, 창문, 방충망, 방범창 등
– 설비‧수리 서비스 이용료: 당월 설비‧수리 서비스에 지불한 비용
* 전기‧가스‧방수‧도배공사 등 공사비 및 보일러‧에어컨 설치비 등(단, 제품 구입비 불가)
(수도광열비) 상‧하수도, 냉난방 및 취사 등에 필요한 물‧연료 비용
– 물 공급비용: 상하수도, 공동수도, 급탕비 * 등으로 당월 지출한 비용
* 공동주택에서 온수 공급대가로 지불한 비용 (중앙 및 지역난방의 급탕비)
– 연료비: 전기‧도시가스‧LPG‧등유‧연탄‧경유 등에 당월 지출한 비용
(공동주택관리비) 아파트 등의 공동주택 관리비로 당월 지출한 비용
* 단, 관리비를 선납하는 경우 ‘관리비 선급금’으로 입력 시, 과거 지출분 인정
※ 지출 항목별 소명 서류 기준
** 지급 요청서에 기재된 내용에 관하여 확인이 필요하다고 판단되는 경우, 학생에게 소명을 요청할 수 있으며, 이에 응하지 아니하거나 소명 결과가 지원범위 내 지출로 인정할 수 없는 경우 지급 불가 **
10. 관련문의: 한국장학재단 상담센터 1599-2000
붙임 2026학년도 1학기 주거안정장학금 신청 매뉴얼 각 1부. 끝.
해당 공지사항 바로 가기

[첨부파일: 주거안정장학금-장학생-통합신청-매뉴얼.zip]"
film_arts,[장학] 2026-1학기 학자금대출 사전신청 안내,N/A,2025-12-02,http://ssfilm.ssu.ac.kr/notice/notice_view?NoticeIndex=700,700,"2026학년도 1학기 학자금대출 사전신청 관련하여 다음과 같이 안내해 드립니다.
1. 사전신청 일정: 2025.11.20.(목) 9:00~본신청 전까지
※ 국가장학금 1차 신청이 마감[2025.12.26.(금) 18:00]되어도 학자금대출은 계속 사전신청 가능합니다.
2. 사전신청 방법
가. 홈페이지
1) 한국장학재단 홈페이지 로그인
2) 학자금대출 > 학자금대출 신청 > [통합신청 바로가기] 버튼 클릭하여 신청
3) 학자금대출 > 학자금대출 신청 > 사전신청현황 에서 사전신청 완료 확인
나. 모바일
1) 한국장학재단 모바일 어플 로그인
2) 학자금대출 > 대출신청(통합신청)에서 신청
3) 통합신청 마지막 화면에서 [신청현황 보러가기] 클릭하여 사전신청 완료 확인
※ 학자금 지원구간 산정에는 약 8주가 소요되므로,
취업 후 상환 학자금대출(생활비) 희망자는 사전에 학자금대출을 신청하시기를 권장드립니다.
※ 대출심사는 본 신청기간부터 진행됩니다.(추후 본 신청 및 실행일정 재공지 예정)
3. 문의: 한국장학재단 상담센터 1599-2000. 끝.
해당 공지사항 바로 가기"
film_arts,[학교 공지] 2025학년도 2학기 학부생 및 대학원생 대상 폭력예방교육 실시 안내,N/A,2025-12-02,http://ssfilm.ssu.ac.kr/notice/notice_view?NoticeIndex=699,699,"2025학년도 2학기 본교 학부 및 대학원 재학생 대상 폭력예방교육을 다음과 같이 실시합니다.
해당 교육은 법정 의무 교육으로 미이수 시 성적조회가 제한되오니 기한 내 이수를 부탁드립니다.
1. 관련 법령
– 양성평등기본법 제31조
– 성폭력방지 및 피해자보호 등에 관한 법률 제5조
-가정폭력방지 및 피해자보호 등에 관한 법률 제4조의3
2. 대상: 2025학년도 2학기 학부/대학원 재학생(1학기 이수자는 재이수 불필요)
3. 교육명: 2025년 학부/대학원생을 위한 폭력예방교육
4. 이수기간: 10월1일(수) ~ 12월31일(수)
(단, 성적조회를 위해서는 기말고사 기간 전 수강 필요)
5. 이수방법
유세인트 접속→LMS마이페이지(Learning)→2025년 학부/대학원생을 위한 폭력예방교육→’과목 홈 바로가기’
→
주차학습→언어별 강의 선택(한국어, 중국어, 영어 중 택1)
6. 유의사항
가. 차수와 상관없이 ‘1개 언어, 하나의 강의’만 100% 수강하면 이수
나. 이수기간 내 시청한 내용만 학습기록으로 인정됨
7. 미이수 시 성적조회 제한: 교육 이수 다음날 오후부터 성적조회가 가능(토, 일요일 제외)
8. 문의: 인권센터 인권팀 02-820-0842 / humanrights@ssu.ac.kr
해당 페
﻿
이지 바로 가기"
film_arts,[졸업] 2025학년도 2학기 졸업예정자 대상 다전공 포기/이수구분 변경/졸업확정신고 안내 (2차),N/A,2025-12-02,http://ssfilm.ssu.ac.kr/notice/notice_view?NoticeIndex=698,698,"해당 페
﻿
이지 바로 가기

[첨부파일: 2025-2학기-졸업예정자-다전공-포기_이수구분-변경_졸업확정-신청-안내2차 (1).pdf]"
film_arts,[학교 공지] 2025학년도 2학기 학부 재학생 기말 강의평가 실시 안내[2025. 11. 24.(월) ~ 12. 5.(금)],N/A,2025-12-02,http://ssfilm.ssu.ac.kr/notice/notice_view?NoticeIndex=697,697,"2025학년도 2학기
학부 기말 강의평가
를 다음과 같이 실시하니 재학생 여러분의 많은 관심과 적극적인 참여를 부탁드립니다.
기말 강의평가는 이번 학기에 수강한 수업에 대한 학생 의견을 반영
하여
우리 대학 수업의 질을 높이고 더 나은 학습 환경을 만들기 위해
실시됩니다.
학부 재학생 여러분의 소중한 의견이 전달될 수 있도록 기간 내에 꼭 실시
하여 주시기 바랍니다.
<유의 사항>
강의평가는 성실하고 공정하게 답변하여 주시기 바랍니다.
서술형 문항 작성 시 수업 개선과 관련 없는 비방이나 욕설, 인격 모독적 표현은 삼가주시고
수업 내용, 강의 방식, 학습 환경 등 강의 개선에 도움이 될 수 있는 내용을 중심으로 작성해 주시기 바랍니다.
2025년 11월 24일
숭실대학교 대학교육혁신원장
해당 페
﻿
이지 바로 가기"
film_arts,[학사] 2025학년도 2학기 다전공(신청/변경/포기) 신청 기간 안내(2차),N/A,2025-12-02,http://ssfilm.ssu.ac.kr/notice/notice_view?NoticeIndex=696,696,"해당 페
﻿
이지 바로 가기

[첨부파일: 2025-2학기-다전공신청_변경_포기-신청기간-안내2차.pdf]"
film_arts,[학사] 2025-2학기(겨울계절제 수업 포함) 성적처리 안내,N/A,2025-12-02,http://ssfilm.ssu.ac.kr/notice/notice_view?NoticeIndex=695,695,"해당 페
﻿
이지 바로 가기"
film_arts,[장학] ★★★ 2026학년도 1학기 한국장학재단 국가장학금 1차 신청 안내 ★★★,,2025-11-25,http://ssfilm.ssu.ac.kr/notice/notice_view?NoticeIndex=694,694,"2026학년도 1학기 한국장학재단 국가장학금 1차 신청과 관련하여 다음과 같이 안내합니다.
※ 국가장학금 신청 여부에 따라 교·내외 장학금 수혜가 어려울 수 있으니 소득구간과 관계없이
반드시 신청해 주시기 바랍니다.
※ 재학생은 1차 신청이 원칙입니다.
1. 신청기간: 2025.11.20.(목) 9:00~2025.12.26.(금) 18:00까지
※ 주말 및 공휴일 포함 신청기간 내 24시간 신청 가능합니다. (단, 신청 마감일은 18시 종료)
※ 1차 신청기간에 신청하지 않을 경우, 국가 및 교내장학금은 학기말에 지급될 수 있습니다.
2. 서류 제출 및 가구원 동의 기간: 2025.11.20.(목) 9:00~2026.01.02.(금) 18:00까지
※ 서류제출 및 가구원 동의 대상자는 반드시 이를 이행해야 장학금 신청이 완료됩니다.
3. 신청대상: 대한민국 국적 학부생
※ 신입생(고3, 재수생 등 입학예정자), 재학생, 편입생, 재입학생, 복학생 및 휴학생 등 모든 학적 신청가능
※ 재학생은 1차 신청이 원칙이며, 재학 중 2회에 한해 2차 신청으로 수혜 가능
(단, 구제신청 2회 기사용 또는 기타 탈락사유 존재 시 지원 불가)
※ 신·편입학 첫학기만 학적구분 ‘학부 신·편입생’으로 신청, 두번째 학기부터는 ‘학부 재학생’으로 신청
※ 신입생은 학생 본인 및 가구원(부모 혹은 배우자)의 전자서명수단(①공동인증서 ②금융인증서 ③간편인증) 중 한가지를 반드시 준비
※ 반드시 사전에 본인 및 부모님 전자서명수단 준비
※ 국가장학금 최대 수혜횟수 범위 내에서 지급가능
※ 국가장학금 미신청자는 교내장학금 및 재난장학금 지원이 불가하므로 반드시 신청
4. 신청방법: 한국장학재단 누리집(www.kosaf.go.kr)
및 모바일 앱에서 신청
※ 반드시 학생 본인이 직접 신청
5. 신청문의: 한국장학재단 상담센터 1599-2000
6. 기타 안내사항
■ 국가장학금 지원 단가 인상(2025-2학기부터)
■ 이수학점 및 성적 기준
– 이수학점: 직전학기 12학점 이상(※ 졸업학기의 경우, 직전학기 이수학점 기준 미적용)
– 산술평균 80점 이상
※ 기초생활수급자/차상위계층, 장애학생 등 예외적용 대상자는 한국장학재단 업무처리기준에 따름
※ 신입생/편입생: 직전학기 성적기준 미적용
※ 직전학기 성적이 모두 P/F인 경우, 산출 가능한 가장 최근학기 성적 적용
■ 국가장학금 Ⅰ유형 신청 결과 확인 된 소득분위 자료는 교내 비전장학금 심사에 활용됩니다.
– 비전장학금: 국가장학금과 연계하여 본교에서 지급하는 교내장학금
(※  일부 학자금지원구간에 대하여 구간별 차등지급 예정, 국가장학금 미신청 시 선발불가)
– 국가장학금 미신청 시, 타 교내장학금 선발 제한될 수 있음
■ 국가장학금 지급 이후 휴학 등으로 재학하지 않는 경우, 장학금이 취소됩니다.
– 전액 환수 시 국가장학금 수혜 횟수에 포함되지 않음
– 복학 시, 국가장학금 및 교내장학금을 다시 신청해야 함
■ 학적 상태가 휴학/재학 여부와 무관하게 국가장학금 신청이 가능합니다.
– 2025학년도 2학기 휴학상태여도 2026학년도 1학기 복학예정이라면 반드시 1차 신청
■ 등록금 분할납부 신청 시 등록금 완납 후 국가장학금이 지급됩니다.
■ 중복지원
– 관련 근거 및 세부사항 한국장학재단 홈페이지 참조
– 학자금 대출 + 장학금 총액이 등록금(수업료)을 초과하는 경우 ‘중복지원’에 해당됨
(※ 근로장학금, 포상장학금, 교육지원장학금 등 등록금 지원 목적이 아닌 학업장려비 성격 장학금은 제외)
– 중복지원 일 경우 한국장학재단 국가장학금 및 학자금대출 이용 불가
– 학자금 대출을 상환하거나 장학금을 반환해야 중복지원 해소 가능
■ 여러 장학금을 동시에 받는 경우, 외부장학금과 국가장학금이 우선 적용됩니다.
– 우선순위: ①교외(외부)장학금 ②국가장학금 ③교내장학금
해당 페
﻿
이지 바로 가기

[첨부파일: 2026년-1학기-국가장학금-1차 - 신청매뉴얼홈페이지, 모바일.pdf]"
