department,title,author,date,link,content
christian_studies,[학과 사무실] 학과 사무실 프린트 및 복사 서비스 잠정 폐지,N/A,2025-11-20,https://docs.ssu.ac.kr/%ed%95%99%ea%b3%bc%ec%82%ac%eb%ac%b4%ec%8b%a4%ec%95%8c%eb%a6%bc/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=3197,"[학과 사무실] 학과 사무실 프린트 및 복사 서비스 잠정 폐지
기독교학과 재적생 대상, 학과 사무실 프린트물 인쇄 및 복사 서비스(장당 50원 지불)를 2025. 5. 19.부로 잠정 폐지함을 알려드립니다.
학과 사무실에서 더 이상 복사 및 인쇄 제공을 하지 않으니 참고 바랍니다."
christian_studies,"[긴급] 숭실대학교 직원, 연구원 등 사칭 사기 주의 안내",N/A,2025-09-26,https://docs.ssu.ac.kr/%ed%95%99%ea%b3%bc%ec%82%ac%eb%ac%b4%ec%8b%a4%ec%95%8c%eb%a6%bc/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=3169,"숭실대학교 직원, 연구원 등 사칭 사기 주의 안내
서울 시내 여러 대학에서 학교에 소속된 자라고 사칭하여 사기를 치는 일이 발생하고 있습니다.
최근 학과에서도 연구원 등의 신분을 사칭하여 사기를 시도하는 사례가 발생했습니다.
성경책 납품 주문, 지역교회 지원 등 다양한 내용으로 문자를 보내거나 전화 연락, 위조공문서, 허위 명함 제작 및 배포, 교내 실제 재직하는 교수, 직원, 연구원의 이름을 도용 등의 방법으로 사칭 시도가 일어났습니다.
이런 연락이 오면 주의하여 주시고, 반드시 학과 사무실로 연락하셔서 여부를 확인하시기 바랍니다. 특별히, 기독교학과 교수 이름을 사칭하는 사례도 발생하고 있으니 더욱 주의하여 주시기 바랍니다.
또한, 교회 등 주변에 알리셔서 이런 연락을 받고 피해를 당하지 않도록 해주시기 바라며, 혹 비슷한 연락을 받게 될 시 반드시 학과 사무실로 연락 주시기 바랍니다."
christian_studies,[시설] 장소사용신청 프로그램 정상화 및 장소사용 신청 방법 변경 안내,N/A,2024-09-30,https://docs.ssu.ac.kr/%ed%95%99%ea%b3%bc%ec%82%ac%eb%ac%b4%ec%8b%a4%ec%95%8c%eb%a6%bc/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=2756,"코로나19로 인하여 중단되었던 장소사용신청 프로그램이 정상화됐습니다. 장소사용신청 절차를 재안내하니 참고하시기 바랍니다.
1. 프로그램 변경내용
가. 재학생의 온라인 장소사용신청 제한 해제
2. 장소사용신청 안내
가. U-saint를 통한 온라인신청(매뉴얼 참조)
1) 유세인트 > 시설사용 > 장소사용신청 > 장소사용신청(학생) > 일반강의실(하이브리드 포함) > 신청자 선택(상황에 맞게) > 강의실 검색 > 검색 정보 입력 및 조회 > 희망 교시 선택 후 선택 > 기본정보 입력 > 신청 > 장소사용이용안내 준수사항 체크 및 확인 > 진행현황에서 승인 여부 확인(승인 시 관리팀 문자 발송) > 장소사용허가증 출력 > 사용 당일 건물 경비실에 제출
나. 장소사용은 온라인 신청만 접수(방문 및 서면 신청 불가)
다. 사용일 기준 최소 3일전 신청
라. 일요일 및 공휴일은 대관 불가
마. 장소사용신청 프로그램에서 조회되지 않는 공간(예.한경직기념관 소예배실, 베어드홀 세미나실 등)은 학과 사무실로 문의
3. 유의사항
가. 이후 장소사용은 시스템을 통한 신청만 접수
나. 대리 대관 및 공간 양도 금지
다. 관리처의 허가 없는 외부인의 교내 공간 사용 불가
라. 천재지변 또는 학교 및 관리처의 판단에 따라 대관이 취소될 수 있음
4. 부정사용 및 사고 예
가. OO기업 서포터 활동을 하는 재학생이 일반대관 후, 대관장소에서 OO기업 설명회를 진행(대리대관 및 양도에 해당)
나. 교외 단체에 속한 재학생이 일반대관 후, 교외 단체 인원들과 함께 교내에서 모임을 진행(외부인 무단사용에 해당)
다. 2017년 포항지진으로 입시 일정이 조정되어 교내 대관 재조정(취소 포함)
라. 2020년 정부의 코로나19 집합금지 명령에 따라 대관 일괄 취소"
christian_studies,[상담] 청소년상담사 3급 시험 응시 자격 부여 교과목 안내,N/A,2024-04-09,https://docs.ssu.ac.kr/%ed%95%99%ea%b3%bc%ec%82%ac%eb%ac%b4%ec%8b%a4%ec%95%8c%eb%a6%bc/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=2658,"한국산업인력공단 ‘청소년상담사 3급’ 시험 응시 자격 부여 교과목을 안내합니다.
1. 대상 교과목
가. 1학기
1) 기독교교육상담(前 기독교와자기성장)
2) 성격과적응(前 기독교와인간관계론)
나. 2학기
1) 기독교상담심리학
2) 발달심리와기독교상담(前 기독교와심리사회발달)
3) 결혼과가족관계(前 결혼과가족)
2. 위 5과목 중 4과목 이수 시 시험 응시 자격 부여
3. 유의사항
가. 기독교와자기성장(2019-2 이전), 기독교와인간관계론(2019-2 이전), 기독교와심리사회발달(2019-1 이전), 결혼과가족(2019-1 이전) 수강생은 ‘동일(유사)교과목’ 신청 필요
나. 동일(유사)교과목 신청 방법
1) 첨부파일 작성해 학과 이메일(enchristo@ssu.ac.kr)로 첨부 및 신청 요청
2) 학과에서 학과장 직인 날인 및 한국산업인력공단으로 공문 송부
3) Q-net 청소년상담사 홈페이지 ‘
【동일유사교과목】여성가족부령이 정하는 ‘상담관련분야’ 2024.1월 기준’
게시글 첨부파일 업데이트 확인(https://www.q-net.or.kr/man004.do?id=man00402&gSite=L&gId=67)"
christian_studies,[대학원] 2026학년도 1학기 학·석사연계과정 지원 및 선발 안내,N/A,2025-11-18,https://docs.ssu.ac.kr/%ed%95%99%ea%b3%bc%ec%82%ac%eb%ac%b4%ec%8b%a4%ec%95%8c%eb%a6%bc/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=3185,"2026학년도 1학기 학⋅석사연계과정 지원 및 선발을 안내하니 관심 있는 학생은 반드시 참고하시기 바랍니다.
1. 지원기간: 2025. 12. 1.(월) ~ 12. 12.(금)
2. 지원자격:
다음 각 호 모두 해당되는 자
가. 지원일 당시 학사과정 4학기 이상 6학기 이내 재학 중인 자 (학·석사연계과정 신청자는 조기졸업 신청을 할 수 없음)
나. 재수강 이전 과목, 학점포기한 과목, F학점 과목 등을 포함한 전체 과목의 총평점평균이 3.0 / 4.5 이상인 자 (학적부성적)
다. 7학기 또는 8학기에 학사과정의 졸업요건을 충족할 수 있는 자
라. 지원하고자 하는 일반대학원의 학과 주임교수와 지도교수의 추천을 받은 자
마. 지원하고자 하는 일반대학원의 동일(또는 유사)학과를 주전공 또는 복수전공으로 하는자
3. 제출서류
가. 학·석사연계과정 신청서(붙임 1) 1부.
나. 학적부성적 1부.
4. 지원방법: 대학원 교학팀으로 방문 접수(웨스트민스터홀 658호)
5. 선발인원: 석사과정 입학정원의 20%
6. 발표일: 2026. 1. 23.(금) 예정 – 학과 및 개별 통지
7. 문의처: 일반대학원 교학팀(02-820-0258~9, grad@ssu.ac.kr)
붙임 1. 학·석사연계과정 신청서 1부.
2. 학·석사연계과정 안내문 1부.  끝."
christian_studies,[장학] 2025학년도 2학기 삼금문화장학재단 장학생 선발 안내,N/A,2025-10-31,https://docs.ssu.ac.kr/%ed%95%99%ea%b3%bc%ec%82%ac%eb%ac%b4%ec%8b%a4%ec%95%8c%eb%a6%bc/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=3178,"2025학년도 2학기 삼금문화장학재단 제53회 장학생 선발을 안내합니다.
1. 장학금액: 1,000,000원 / 학업장려비
2. 장학생 자격 요건
가. 2025학년도 2학기 기독교학과 정규 등록학기 재학생
나. 2025학년도 2학기 국가장학금 신청 후 소득분위 산정이 완료된 학생
다. 타 재단 장학금(학비보조 포함)을 수혜하지 않은 자
※ 국가 및 교내장학금은 등록금 범위 내에서 중복 수혜 가능
3. 구비서류
가. 학교장 추천서 및 응모지원서 1부(붙임 양식) ※ 학교장 칸은 빈칸으로 제출
나. 개인정보 수집 이용 및 제3자 제공 동의서 1부(붙임 양식)
다. 성적증명서 1부
라. 주민등록등본 1부(주민등록번호 뒷자리는 *처리)
마. 반명함판 사진 1매(추천서에 부착)
4. 제출기간: 11. 3.(월) ~ 11. 10.(월) 17:00까지
5. 제출방법: 기독교학과 사무실(조만식기념관 12640호)로 직접 제출
6. 선발방법: 학과 전임교원 교수회의 통해 결정
7. 지급시기: 12월 중 예정(장학팀 주관)
8. 기타: 장학생 선발 및 결과를 별도 통보하지 않음. 끝."
christian_studies,[장학] 2025학년도 2학기 ㈜제일하이텍 기독교학과 장학생 선발,N/A,2025-09-08,https://docs.ssu.ac.kr/%ed%95%99%ea%b3%bc%ec%82%ac%eb%ac%b4%ec%8b%a4%ec%95%8c%eb%a6%bc/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=3154,"2025학년도 2학기 (주)제일하이텍 기독교학과 장학생 선발을 안내합니다.
1. 선발 인원
: 총 6명
2. 장학금액
: 1인당 100만원(학업장려비)
※ 학업장려비 지원 목적 장학금으로 등록금을 초과하여 수혜 가능
3. 선발 기준
가. 2025학년도 2학기 정규 등록학기 재학 중인 학생
나. 2025학년도 2학기 국가장학금 신청 후 소득분위 산정이 완료된 학생
※ 국가장학금 수혜 여부와 관계없이 지원 가능(산술평균 미달, 수혜횟수 초과 등)
다. 학업 성적과 관계없이 가정 형편이 어려워 학업을 지속할 수 없는 학생 (자기소개서에 관련 내용 기술)
라. 동일 조건 중 한부모 자녀, 조손가정 자녀, 본인 가장 학생, 미자립 목회자 자녀 우선 선발
4. 제출서류
가. 자기소개서 및 학업계획서 1부(붙임양식)
나. 서약서 1부(붙임양식)
5. 접수기간 및 방법
가. 접수기간: 2025. 9. 8.(월)~9. 12.(금) 17:00
나. 접수방법: 직접 혹은 이메일 제출
1) 제출처: 기독교학과 사무실(조만식기념관 12640호)
2) 이메일: enchristo@ssu.ac.kr
※ 이메일 제출 시 서명란은 반드시 자필로 작성 후 스캔하여 한 개의 pdf파일로 제출
※ 이메일 제목과 파일명 동일하게 제출(파일명: 제일하이텍_학번_성명)
6. 기타 유의사항
가. 필요 시, 자기소개서 내용을 증빙할 수 있는 추가 서류 제출을 요청할 수 있음
나. 필요 시, 선발 과정에서 학과 전임교원과의 면담(면접)을 요청할 수 있음
7. 기타 문의사항
: 기독교학과 사무실(Tel. 02-820-0070)"
christian_studies,[졸업] 2025학년도 2학기 졸업(논문)계획서 및 졸업논문(대체 어학 시험 성적표) 제출 안내,N/A,2025-09-05,https://docs.ssu.ac.kr/%ed%95%99%ea%b3%bc%ec%82%ac%eb%ac%b4%ec%8b%a4%ec%95%8c%eb%a6%bc/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=3147,"졸업(논문)계획서 및 졸업논문(대체 어학 시험 성적표) 제출을 안내합니다. 아래의 공지를 참고해 반드시 기한 내 제출해 주시기 바랍니다.
1. 졸업(논문)계획서 제출
가. 대상자: 8학기 이상 재학생 중 2026. 2. 졸업 계획에 있는 자 혹은 기제출자 중 졸업 계획 변경 희망자
나. 제출방법
1) 9. 30.(화) 17:00까지 ‘졸업(논문)계획서_양식’ 작성해 학과 사무실로 직접 제출 혹은 학과 e-mail로 제출
2) 양식: 학과 홈페이지 → 학과사무실알림 → 양식 및 자료 → 졸업(논문)계획서 다운로드
다. 작성 방법
1) 졸업논문 대체 어학 시험 성적표 제출 희망자: 논문 대체 선택 항목 체크해 제출
2) 졸업논문 제출 희망자: 논문제목 및 분야와 간단한 논문 개요 작성해 제출
라. 지도교수
1) 기본적으로 공란으로 제출하며, 학과 사무실에서 추후 U-Saint에 입력된 e-mail로 지도교수 안내 예정
2) 미리 교수와 협의하여 지도교수를 정한 경우 지도교수 란에 교수 성명 작성해 제출
마. 기타
1) 졸업논문 대체 공인 어학 시험 인정 환산 점수표: 학과 홈페이지 → 학과사무실알림 → 양식 및 자료
2. 졸업논문(또는 공인 영어 성적표) 제출
가. 대상자: 8학기 이상 재학생 또는 졸업예정자(졸업학기)
나. 제출일 및 방법
1) 졸업논문
가) 스프링 제본이 완료된 논문 1부를 12. 12.(금) 17:00까지 학과 사무실로 제출
나) 논문 원본 파일(아래한글, Word 등)을 12. 12.(금) 17:00까지 학과 e-mail로 제출
∗ 가), 나) 중 택 1이 아닌 가), 나) 모두 제출임
2) 어학성적표: 성적표 사본 1부를 12. 12.(금) 17:00가지 학과 사무실로 제출
가) 학과 사무실로 직접 제출 혹은 학과 e-mail로 제출
다. 졸업논문 규격
1) 분량: 표지와 목차를 제외한 논문 규격에 맞춘 A4용지 30장 내외
2) 양식: 학과 홈페이지 → 학과사무실알림 → 양식 및 자료 → 졸업논문 규격
3. 유의사항
가. 졸업논문 혹은 대체 어학 성적표 제출을 위해서는 기독교학과 졸업 요건인 ‘기독교학과 워크숍 3회 이상 참석’을 만족해야 함
나. 수료 상태인 재적생도 졸업예정자와 동일하게 졸업논문 절차 진행
다. 논문계획서 제출을 완료한 학생의 경우, 주제와 제목은 변경이 가능하나 지도교수 확정 후에는 지도교수와 논의를 통해 진행
라. 제출기한을 반드시 지켜야 졸업이 가능함
4. 문의: 기독교학과 사무실
가. 연락처: 02-820-0070
나. 전자우편: enchristo@ssu.ac.kr"
christian_studies,[장학] 2025학년도 2학기 학과근로 장학생 모집 안내,N/A,2025-07-29,https://docs.ssu.ac.kr/%ed%95%99%ea%b3%bc%ec%82%ac%eb%ac%b4%ec%8b%a4%ec%95%8c%eb%a6%bc/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=3142,"2025
학년도
2
학기 학과근로 장학생 모집 안내
2025학년도 2학기 학과근로 장학생을 다음과 같이 모집하니 많은 지원 바랍니다.
1. 근로장학생 자격 및 선발기준
가. 2025학년도 2학기 국가장학금을
1
차
신청하고 소득분위가
9
분위 이내인 자
※ 국가장학금을 신청할 수 없는 대한민국 국적 미소지자도 선발 가능 (단, 순수외국인전형으로 입학한 외국인 유학생은 선발 불가)
나. 2025학년도 2학기 재학 및 복학예정자로 해당학기 등록금 납부 예정인 자
1) 2025학년도 2학기 전 등록휴학 후 복학 시 선발 불가(등록대체자)
2) 학기 중 미등록, 입학취소, 복학취소 등으로 인한 학적변동 시 모든 장학금 취소
3) 2025학년도 2학기 기준
이수학기가
2~7
학기만 가능
※ 마지막 학기 재학생은 선발 불가
다. 직전학기 취득학점 및 학업성적 제한 없음
라. 타 장학금과 중복수혜 가능(근로장학금 간 중복 불가)
※ 본 장학금은 학업장려비 지원 목적으로 등록금(입학금 및 수업료)를 초과하여 지급
마. 국가근로장학생 및 교내근로장학생에 선발되지 않은 자
※ 국가근로 및 교내근로 선발자가 포기 후 학과근로 선발될 수 없음
2. 근로장학생 종류별 장학금액 및 근로시간
장학금명
시간당 장학금
총 근로시간 (학기)
1인당 장학금액(원)
학과근로A
10,030원
10시간*20주=200시간
2,006,000
학과근로B
10,030원
5시간*20주=100시간
1,003,000
※ 장학금은 매월 지급하며, 실 지급액은 근로시간에 따라 달라질 수 있음
※ 주 기준은 학기당 받을 수 있는 장학금액 산정을 위한 것이며, 총 시간 내에서 2026년 2월까지 근로할 수 있음
※ 장학금 지급일: 매월 셋째주 금요일 예정(Ex. 9월분 근로장학금 지급일: 10월 셋째주 금요일)
3. 유의 사항
가. 선발된 학생은 학과 사무실에서 지정된 근로시간 동안 근무해야 하며, 학기 중 학적변동(휴학, 자퇴, 제적 등) 등 불가피한 사유가 인정되는 중도 포기 시 근로 시간 만큼 지급
나. 2026년 1월 근로평가 전까지 교체 가능 (단, 교체 전 학생의 근로시간을 차감)
다.
국가근로 및 교내근로로 선발 시 학과근로 선발에서 제외됨
(선발 우선순위: 1. 국가근로, 2. 교내근로, 3. 학과근로)
4. 신청절차
가. 학생 신청 방법: u-SAINT포털 → 등록/장학 → 장학메뉴 ‘근로장학금’→학과근로A/B신청 → 지원서 출력 → 지원서 제출
※ u-SAINT출력본 제출 필수
나. 온라인접수 및 서류제출기간:
2025
년 8
월 4
일
(
월
) 10:00 ~ 8
월 8
일
(
금
) 17:00
※ 제출 일시 이후 제출본은 불인정하니 유의
1) 제출서류: 지원서(u-SAINT출력본), 자기소개서(첨부파일) 각 1부
다. 제출방법: 학과 사무실로 직접 제출 혹은 학과 메일로 스캔본 제출
5. 선발결과 발표
:
2025년 8월 25일(월) 18:00 이후 본교 홈페이지 공지사항 공지 예정
6. 문의
:
기독교학과 사무실 (02-820-0070) / enchristo@ssu.ac.kr"
christian_studies,[장학] 2025학년도 2학기 백마성적우수장학생 선발 안내,N/A,2025-07-11,https://docs.ssu.ac.kr/%ed%95%99%ea%b3%bc%ec%82%ac%eb%ac%b4%ec%8b%a4%ec%95%8c%eb%a6%bc/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=3138,"2025학년도 2학기 백마성적우수장학생 선발을 안내합니다.
1. 자격요건
가.
2025학년도 2학기 국가장학금을 신청하여 소득분위 조회가 가능한 자
1) 1차 신청자에 한하여 등록금고지서 사전감면 가능
2) 1차 미신청자: 2차 신청/서류제출 확인 후 지급 (2차 신청자 중 한국장학재단 구제신청 시 사후지급)
3) 국가장학금을 신청할 수 없는 대한민국 국적 미소지자도 선발 가능 (단, 순수외국인전형으로 입학한 외국인 유학생은 선발 불가)
나. 2025학년도 2학기 재학 및 복학예정자로 해당학기 등록금 납부 예정인 자
1) 2025학년도 2학기 前  등록휴학 후 복학 시 선발대상에서 제외(등록대체자)
2) 학기 중 미등록, 자퇴, 제적, 입학취소, 복학 취소 등 학적변동시 모든 장학금 취소
3) 선발 후, 학기 시작 중 또는 중도 휴학 시 백마성적우수장학금은 복학 학기로 이월
다. 직전학기 15학점 이상 이수한 자(졸업 직전학기는 12학점 이상)
라. 2025학년도 2학기 기준, 정규등록학기가 8학기 이내인 자(건축학과 건축학전공: 정규등록 10학기 이내인 자)
마. F학점 포함 학적부성적 기준 직전 학기 평점평균
3.8 이상
인 자
바. 모든 교내장학금 간 중복수혜 불가
1) 신청장학금 중 수혜금액이 큰 장학금 선발
2) 중복수혜 가능 장학금: 국가장학금, 교외장학금, 학과우수장학금, 기타 학업장려비 지원 목적 장학금 등
사. 졸업예정자 선발 불가(조기졸업 대상자 포함)하므로 유의
2. 기독교학과 선발 기준 및 순서
가. 직전 학기 평점평균 기준 학년 석차 1위
1) 학년 석차 1위이나 기 선발 장학금, 등록학기 등의 이유로 선발이 불가할 수 있음
2) 학년 석차 1위가 선발되지 않는 경우 차순위 선발
나. 학년 석차 1위 선발 후, 전체 학년 석차 중 학과 선발 배정 인원까지 석차 순으로 선발
다. 동점자가 있을 경우 취득학점이 높은 학생을 상위 배정하며, 취득학점까지 동일할 경우 아래 기준을 선발에 참고함
1)  가정형편 (소득분위 및 진로상담 내용)
2) 학과 활동 참여도 (개·종강총회, OUTREACH, Workshop, 학생회, 국장단 등)
라. 각 호의 기준으로 우열이 나누어지지 않는 경우 학과 교수회의를 통해 선발
※ 장학금 비율(25%, 반액, 전액)은 직전학기 장학금 수혜내역 및 학과 교수회의를 통해 결정함
3. 선발일정
내용
선발일정
학과(부) 선발
2025. 7. 14.(월)~7. 23.(수)
장학팀 백마성적우수장학생 선발
2025. 7. 24.(목)~7. 30.(월)
백마성적우수장학생 결과 발표
2025. 8. 6.(수) 예정"
