department,title,author,date,link,content
biomedical_science,[학부/일정 변경]2026년 8월 졸업예정대상자 졸업논문계획서 및 번역서 제출 안내,N/A,2025.09.08,https://bioinfo.ssu.ac.kr/%ea%b2%8c%ec%8b%9c%ed%8c%90/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=5859,"2026
년
8
월 졸업예정대상자 졸업논문계획서
및 번역서 제출안내
2026
년도
8
월 졸업예정자는
2025
년
11
월
28
일 금요일까지
지도교수 선정 및 졸업논문계획서
(
첨부파일
)
를
작성하여
학과 방문 혹은 학과 이메일
(bioinfo@ssu.ac.kr)
로 제출
해 주시기 바랍니다
.
제출 시 유의사항
1.
리뷰논문
/
실험논문 잘 체크해주시기 바랍니다
.
2.
논문지도교수님은 진로지도교수님과 다릅니다.
학생이 직접 논문지도교수님을 정하여 직접 메일로 연락드리고 온라인 혹은 오프라인으로 확인받은 후 졸업논문계획서를
제출해주시기 바랍니다
.
3.
이메일로 제출시 메일 제목 및 파일명
:
졸업논문계획서
_
학번 이름
(ex.
졸업논문계획서
_20201234
임현식
)
번역논문
(
리뷰논문
)
제출 예정자분들은 학기가 끝나기 전
12
월
12
일 금요일까지
졸업논문
1
차보고서
(
논문번역서 및 영어논문 원문
)
를 학과 이메일로 제출해주시기 바랍니다
.
졸업논문일정은 다음과 같습니다
.
상황에 따라 일정이 변경될 수도 있사오며
,
일정별로 안내가 될 예정이니
구체적인 일정과 내용은 홈페이지 공지를 참고해주시기를 바랍니다
.
1.
졸업논문계획서 제출
: 2025
년
11
월
28
일 금요일까지
2.
‘
리뷰 논문
’
시 논문 번역서 제출
: 2025
년
12
월
12
일 금요일까지
3.
논문 번역서
1
차 학부장 심사 및 이후 지도교수께 전달
: 2024
년
12
월
15
일
(
월
) ~
12
월
26
일
(
금
)
4.
이해도 대면 심사 및 결과보고서 제출
: 2026
년
2
월
20
일
(
금
)
까지
5.최종 졸업논문 작성 및 제출
: 2026
년
5
월
18
일
(
월
)
까지
*
자기표현으로 바꾸고 보충하여 졸업논문 작성 및 제출
6.최종 졸업논문 교수님 심사
: 2025
년
5
월
26
일
(
화
) ~ 5
월
30
일
(
금
)"
biomedical_science,[학부]2026학년도 2월 졸업예정자 최종 졸업논문 제출 안내(재학생 명단 정정),N/A,2025.09.02,https://bioinfo.ssu.ac.kr/%ea%b2%8c%ec%8b%9c%ed%8c%90/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=5843,"*** 25.09.22.(월)자로 재학생 명단을 새로이 업데이트 했습니다.
노란칸에 해당하는 학생들 중 26년 2월 졸업을 예정하는 학생은 ‘1차 보고서(리뷰 논문)’,
‘이해도 대면 심사 결과보고서(리뷰 논문, 실험 논문 해당)’를
가급적 9월 내 학부 사무실로 제출바랍니다. ***
–
대상
:
앞선 절차를 끝내고
,
방학 중 지도교수와 이해도 대면 심사 및 결과 보고서까지 과사에 제출한
2026년도 2
월 졸업예정자
(명단 확인 후 이상있는 학생들은 학부 사무실로 연락 바랍니다)
–최종 졸업논문제출 기간: ~2025년 11월 21일(금)
까지
/ 교수님들 심사 2025년 11월 24일(월) ~ 28일(금)
–
방법
:
자기표현으로 바꾸고 보충한 뒤 졸업논문제출 양식에 맞게
작성하여(
국문
/
영문 중
1
택
)
과사 이메일로 제출
(
bioinfo@ssu.ac.kr
)
–
해당자
:
첨부파일 참조
(*
누락되었을 시
,
학과 사무실로 연락 바랍니다
)
– 논문 내용 작성에 대한 부분은 지도교수님께 문의바랍니다.
*
졸업논문 종합안내
(
첨부
)
를 참고해 주시고
,
졸업논문제출 양식
(
첨부
)
을 다운로드하셔서 따라주시고
,
인용표기에 유의해주시기 바랍니다
.
논문을 번역
(
리뷰논문
)
하여 졸업논문으로 제출하고자 할 때는 반드시 첫 페이지 제목
옆에 윗첨자로
¹
⁾
이라 달고
,
첫 페이지 맨 아래에
¹
⁾
이 논문은
‘
전체 저자명
. (
연도
).
제목
.
저널명
Volume number,
시작
page-
마지막
page
번호
.’
의 논문을 번역한 것임
.
이라고 반드시 명시해야함
.
예를 들어 다음과 같이 인용해야 함
.
¹
⁾
이 논문은
‘Rogers, P.R., Song, J., Gramaglia, I., Killeen, N. and Croft, M. (2001). OX40 promotes Bcl-xL and Bcl-2 expression and is essential for long-term survival of CD4 T cells. Immunity 15, 445-455.’
의 논문을 번역한 것임
.
*
논문표절의 오해소지가 있으니 반드시 기입하여야 함
.
*
일정에 따르지 않는 학생을 졸업이 연기됨
.
*
논문번역서는 리뷰논문과 똑같은 포맷으로 작성
(
그림
,
도표 모두 입력
)
*
최종졸업논문은 첨부된 졸업논문양식에 맞게 작성
–
리뷰논문으로 선정한 논문의 길이
(PAGE
수
)
에 준하는 논문을 작성하여 제출하도록
합니다
.
–
리뷰논문으로 선정한 논문과 똑같은 내용이 될 수 없으며 반드시 자신의 언어로 해석한 내용으로 논문을 작성하여 제출합니다
.
*
전체 졸업사정을 보기를 원하시는 분께서는 학부교육의
<
기타 내규
>
를 참조해주시기
바랍니다
.
첨부
:
1.2026.2
월 졸업예정자 명단
2.
졸업논문양식
(
국문
)
3.
졸업논문양식
(
영문
)
(
첨부파일
2, 3
중 각자의 형식에 맞는 것을
1
택
/ 2, 3
모두 쓰는 것은 아님
)"
biomedical_science,[중요]세부 전공 교과과정 수정 및 25-2학기 설강 안내,N/A,2025.06.26,https://bioinfo.ssu.ac.kr/%ea%b2%8c%ec%8b%9c%ed%8c%90/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=5770,"의생명시스템학부 세부 전공 교과과정 수정 내용과 2025학년도 2학기 설강에 대해 다음과 같이 안내합니다.
1. 졸업 세부전공 교과과정 수정 내용
2025학년도 입학자와 이전 입학자는 아래 표에 따라 ‘생명공학전공(BT)’, ‘생명정보학전공(IT)’ 그리고 ‘생명정보 및 생명공학 전공’으로 세부 전공이 나뉩니다.
붙임 1의 파일을 참고하여 세부 전공을 확인
하여 주십시오.
몇 교과목의 구분이 변경되었으니 수강신청 시 상세히 살펴주길 바랍니다.
2. 2025학년도 2학기 설강 주의 사항
가.
‘면역질환’과 ‘의생명시스템특론2’는 금번 학기에 개설되지 않을 가능성이 높으니
수강신청 시 참고하여 졸업 일정에 차질이 없도록 계획을 세우도록 합니다.
나.
2학년 교과목 ‘응용미생물학’은 정원 40명 수업
입니다.
부득이 정원 초과로 인해 수강을 원하는 학생은 반드시 학부사무실(02-820-0450)로 먼저 문의
하도록 합니다.
*** 세부 전공 구분에 대해 추가 안내 드립니다.
2025년 6월, 교수님들간 회의를 통해 붙임의 세부 전공 교과과정이 만들어졌습니다.
이것의 목적은 학부생의 졸업에 도움이 되기 위해서입니다. 이 점을 우선 살펴주시기 바랍니다.
한 예로, 2020학번의 학생이 신설 과목인 ‘바이오의약(3학년 과목)’을 듣는 경우,
붙임의 표에는 ‘생명공학전공’에 해당 과목이 없지만 ‘2025학년도 입학자 이후’ 기준에는 해당 과목이 있으므로
2020학번 학생의 ‘바이오의약’ 과목은 3학년 생명공학전공(BT)로 구분됩니다.
학부사무실은 학생들의 졸업을 위해 마찬가지로 만전을 기하고 있다는 사실을 말씀드립니다."
biomedical_science,[학부/대학원]2025년 학부/대학원생을 위한 폭력예방교육(법정의무) 안내,N/A,2025.04.28,https://bioinfo.ssu.ac.kr/%ea%b2%8c%ec%8b%9c%ed%8c%90/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=5689,"1. 관련: 인권팀-201호(2025.04.14) 「2025학년도 본교 폭력예방교육 기본계획 수립」
2. 위 호와 관련하여, 다음과 같이 ‘2025년도 학부/대학원생을 위한 폭력예방교육’을 진행합니다. 각 대학 및 대학원에서는 학부/대학원 재학생(외국인 포함)에게 폭력예방교육 안내를 요청드리오며, 모든 재학생이 이수할 수 있도록 관심과 협조를 부탁드립니다.
3. 교육 개요
가. 과정명: 2025년  학부/대학원생을 위한 폭력예방교육
나. 기간:
‘2025.05.01.(목) ~ 2025.7.31(목)
다. 대상:  학부/대학원생
라. 방식: 온라인 동영상 강의 (한국어, 영어, 중국어 제공)
마. 내용: 성희롱, 성폭력, 성매매, 가정폭력, 인권, 성인지, 2차 피해
바. 이수기준 및 이수증: 언어별 1개 강의 100% 이수 시 이수증 발급
4. 교육 이수 방법
u-SAINT 로그인 → LMS 바로가기(왼쪽 메뉴 영역 중간) → 마이페이지(Learning)
→ 2025년 학부/대학원생을 위한 폭력예방교육→ ‘과목 홈 바로가기’ → 주차학습
→ 언어별 강의 선택 (한국어, 영어, 중국어 중 택 1 가능)
5. 안내사항
가. 미이수자 학기말 성적 조회 제한
1) 2025.06.23(1학기 종강일)까지 이수 시 성적조회 기간에 조회 가능
2) 2025.06.24(화)부터 성적조회 기간 내 이수 시 교육 이수 다음날 오후에 성적조회 가능
나. 이수율 저조 시 미이수자에게 독려 문자 및 메일 발송 예정.  끝."
biomedical_science,[장학]현용장학생 선발방식 변경에 관한 공지(안),N/A,2024.11.22,https://bioinfo.ssu.ac.kr/%ea%b2%8c%ec%8b%9c%ed%8c%90/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=5469,"[현용장학금은] 명예교수이신 신항철교수님께서 기부하신 금액으로 운영되는 장학금으로 2021년 부터 매 학기 한 명씩 성적우수자에게 지급되어 왔습니다.
그 동안 운영상의 문제점이 발견되어, 학과 회의를 거치고 신항철명예교수님의 허락을 받아 2024년 2학기 부터는 다른 방식으로 운영하게 되었습니다.
새로운 선정 방식은 다음과 같습니다.
1.성적과 가정 형편 및 학업 의지 등을 고루 평가
2. 서술형 지원서 (특별한 양식없음, 성적증명서 추가)를 작성해서 진로지도교수의 서명을 받아 학부장에게 제출
3. 학부교수들이 1차 선정을 하여 신항철교수님께 통과자 서류 전달
4. 신항철교수님께서 지원자와 지원액수 최종 결정
* 장학금은 다음학기 등록금 감면의 형태로 지급됨(따라서 다음학기 등록예정자만 지원가능)
* 수혜자는 1월 말 또는 2월 초에 실시되는  장학금 수혜식에 꼭 참석해야 함
* 지원 마감일은 매학기 별도 통지함"
biomedical_science,"화합물빅데이터, NGS데이터분석 과목 관련 안내",N/A,2024.07.20,https://bioinfo.ssu.ac.kr/%ea%b2%8c%ec%8b%9c%ed%8c%90/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=2400,"빅데이터컴퓨텅 융합전공의 필수 과목 중 우리 학부에서 개설된 “화합물빅데이터”와 “NGS 데이터분석”은 2024-2학기부터 이수구분-전공선택/융합필수로 인정됩니다.
(2024-2학기 이전 해당 과목을 들은 학생의 경우 입학년도에 상관없이 융합전공을 신청하셔야 합니다)
단,
화합물빅데이터 과목의 경우 23학년도 입학자부터 전공선택
으로 인정,
NGS데이터분석의 경우 22학년도 입학자부터 전공선택
으로 인정되어
해당 학년도 이전 입학자의
경우 최종적으로 융합전공 포기를 하는 한이 있더라도 졸업 전에 반드시 한번은 융합전공을 신청해야만 위의 과목을 전공선택으로 인정받을 수 있습니다.
*융합전공 포기시 해당 과목을 전공선택으로 인정받기 위해서는,
졸업직전학기에 융합전공 포기 신청-> 이수구분변경을 통해 전공선택으로 인정받을 수 있습니다."
biomedical_science,[학부]백마성적우수장학생 선발 기준 안내,N/A,2024.03.20,https://bioinfo.ssu.ac.kr/%ea%b2%8c%ec%8b%9c%ed%8c%90/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=5166,"의생명시스템학부의 경우
학교 내규 + 학과 내규(학부교육-장학금 안내 확인) 모두 충족
하여야  성적 장학금이 지급됩니다.
=====================================================================
*
학교 내규
(자격요건)
가. 2025학년도 1학기 국가장학금을 신청하여 소득분위 조회가 가능한 자
1) 국가장학금 1차 신청자에 한하여 등록금고지서 사전감면
2) 1차 미신청자: 2차 신청/서류제출 확인 후 지급
(2차 신청자 중 한국장학재단 구제신청 시 사후지급)
3) 국가장학금을 신청할 수 없는 대한민국 국적 미소지자도 선발 가능
(단, 순수외국인전형으로 입학한 외국인유학생은 선발 불가)
나. 2025학년도 1학기 재학 및 복학 예정자로 해당 학기 등록금 납부 예정인 자
1) 2025학년도 1학기 前 등록휴학 후 복학 시 선발 대상에서 제외(등록대체자)
2) 학기 중 미등록, 입학취소, 복학취소 등으로 인한 학적변동 시 모든 장학금 취소
3) 선발 후, 학기 중 휴학 시 백마성적우수장학금은 복학 학기로 이월
※ 추가 또는 교체 선발 시 재학 중인 학생만 선발 가능(휴학생에 대한 추가/교체 불가)
다. 직전 학기 15학점 이상 이수한 자(졸업 직전학기는 직전학기 12학점 이상)
라. 2025-1학기가 정규등록학기 8학기 이내인 자(건축학과 건축학전공: 정규등록 10학
기 이내인 자)
마. F학점 포함 학적부성적 기준 직전 학기
3.8 이상
인 자
바. 모든 교내장학금간 중복수혜 불가
1) 신청장학금 중 수혜금액이 큰 장학금으로 자동 선발
2) 중복수혜 가능 장학금: 국가장학금, 교외장학금, 학과우수장학금, 기타 학업장려비 지원 목적 장학금 등
사. 졸업예정자 선발 불가(조기졸업 대상자 포함)하므로 유의
*
학과내규
(학부교육-장학금안내와 동일한 내용)
1. 전공은 8학점 이상 신청해야함. (대학원 과목은 포함 안함)
2. 8학점 초과한 전공과목신청에 한하여 가산점 부가. 0.02*추가학점
산술식: 환산평점=취득평점+(취득평점*(총수강전공학점–8)*0.02)
예) A학생(8학점신청, 4.0)=4.0+(4.0*(8-8)*0.02)=4.0
B학생(11학점신청, 3.8)=3.8+(3.8*(11-8)*0.02)=4.03
따라서 B학생이 장학금을 수혜함.
3. 타 학과 개설 전공 과목은 인정하지 않고 우리 학부 개설 전공 과목만 인정함. (융합 전공, 복수전공, 부전공 이수 학생들에게도 똑같이 적용됩니다.)
위의 내규와 같이 환산한 평균이 같을 경우는 다음의 순서로 우선순위를 결정함.
(1) 전공학점의 100점 만점 점수
(2) 전체 수강 학점수
(3) 전체 학점의 100점 만점 점수
*재수강과목은 장학금 산정에서 제외됩니다.
*모든 조건을 만족하더라도 국가장학금을 신청하지 않은 학생은 교내 어떠한 장학금도 수혜불가입니다."
biomedical_science,지식재산 융합전공 이수 신청 안내,N/A,2021.07.08,https://bioinfo.ssu.ac.kr/%ea%b2%8c%ec%8b%9c%ed%8c%90/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=3314,"지식재산 융합전공의 신설에 따라, 아래 참여 학과(부)에서 소속 학생들을 대상으로
이수 신청
관련하여 안내드립니다.
1. 참여 학과(부):
법학과
,
국제법무학과
,
의생명시스템학부
,
기계공학부
,
소프트웨어학부
2. 다전공 이수 신청 관련
가. 신청 자격:
2
학기
~ 6
학기 이수완료자
나. 신청 기간:
7.12.(
월
)~ 14.(
수
)
– 자세한 내용은 링크 참조:
https://bit.ly/36hv4np
3. 붙임의 융합전공 종합이수가이드_활용 권장 (지식재산 융합전공 신규업데이트 버전)
4.
관련 문의: 교무처 학사팀 828-7403  / 대학교육혁신원 융합교육혁신팀 828-7437
◎
지식재산융합전공이란
?
– 산업적으로 이용가능한 고도화된 창작물을 독점적으로 이용하여 수익을 극대화할 수 있는 방안이 무엇 인지를 전반적으로 학습할 수 있도록 교육하는 인문계+이공계의 융합전공
– 4차산업혁명의 가장 큰 특징인 “학문간 융합, 다품종 소량생산, 1인 기업 확산”등에 부합하는 교과과정
– 자신이 소유한 지식재산을 통해 시장의 지배력을 확대, 고부가가치를 창출하고 이익을 극대화하는 방법을 학습하는데에 목적
◎
지식재산융합전공의 기대효과
– 융합전공을 이수하면 본인이 보유한 특허, 실용신안, 상표, 디자인, 저작물, 컴퓨터프로그램, 신품종, 반도체직접회로, 생명공학 창작물 등을 통해 시장을 지배하고 이익을 창출하는 방법을 습득하여 성공적인 창업가 양성 및 글로벌기업 성장 가능
– 혁신형 기술을 필요로하는 4차산업혁명, 승자독식의 시대에 글로벌 시장에서 중요한 인재로 성장 가능
– 학과간 융합을 통해 학생들에게 맞춤형 전공교육 제공 가능
◎
지식재산융합전공 이수방법
□ 기준: 융합필수 5과목(15학점)+융합선택 7과목(21학점) 이상
□ 융합필수:
절대평가실시
개설시기
개설학과
교과목명
2021-2
학기
법학과
IP Startup
2022-1
학기
국제법무학과
발명과 지식재산의 보호
2022-1
학기
의생명시스템학부
스마트 지식재산의 보호
2022-2
학기
기계공학부
4차 산업혁명과 지식재산
2022-2
학기
소프트웨어학부
스마트 지식재산의 응용
□ 융합선택:
각 참여학과 전공선택 중 지정된
9~10
과목
+
타학과 융합선택 지정 과목 중
21
학점 이수
-융합전공
미이수 또는 포기시
학점 인정: 융합필수 교과목은 교양선택으로, 융합선택 과목은 소속학과 개설 전공은 전공 교과목으로, 타 학과 개설 교과목은 교양선택으로 -융합전공 이수학생은 수강한 융합선택 교과목중 21학점까지 주전공 학점으로
중복인정
◎
융합전공 이수시 학위증 예시
◎
융합전공 포함 다전공 신청기간
□ 학생 신청 기간: 2021.07.12.(월) 00:00 ~ 2021.07.14.(수) 23:59
□
신청 자격
: 2학기~6학기 이수 완료자
□ 학과별 선발 진행: 2021.07.15.(목) ~ 2021.07.22.(목)
□ 학적 정보 반영 예정: 2021.07.23.(금)"
biomedical_science,★ 융합전공 포기 시 전공 학점 인정 관련 및 기타사항,N/A,2021.02.10,https://bioinfo.ssu.ac.kr/%ea%b2%8c%ec%8b%9c%ed%8c%90/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=2474,"<융합전공 포기 시 전공 학점 인정 관련 및 기타사항>
1.(융합전공 이수 포기 시) 융합필수 과목의 전공 이수구분 변경 인정 허용 과목
전공명
과목번호
융합필수 교과목명
개설학과
(
참여학과
)
적용대상 학생
소속학과
적용대상
개설학기
빅데이터
컴퓨팅
21506878
화합물빅데이터
의생명시스템학부
의생명
시스템학부
2020-1학기
부터~
21506955
NGS 데이터분석
의생명시스템학부
21506814
의생명영상처리
컴퓨터학부
21506879
바이오데이터마이닝
컴퓨터학부
21506931
빅데이터분산컴퓨팅
컴퓨터학부
2.요청 배경 및 적용 절차
가. 융합전공 이수를 포기할 경우, 위 교과목은 ‘일반선택’으로 구분ㅍ 변경됩니다.
나. 졸업 직전 학기 혹은 본인이 융합전공을 포기하는 학기에 학생은
본인이 유세인트에서 ‘다전공 신청’기간 동안 ‘융합전공 이수 포기 및 과목 전공선택 인정 신청’
을 해야 합니다.
3.기타사항
*졸업학기에 융합학점을 다 채우지 못할 경우, 반드시 융합전공 이수 포기 신청을 해야 합니다.
융합전공 학점을 다 못 채웠는데 융합전공 이수 포기 신청을 하지 않으면 졸업이 불가합니다."
biomedical_science,학점포기제 시행 및 재수강 기준 변경 안내,N/A,2021.01.26,https://bioinfo.ssu.ac.kr/%ea%b2%8c%ec%8b%9c%ed%8c%90/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?term_id&slug=2428,"<학점포기제 시행 안내>
1.규정명: 3-1-2. 학칙시행세칙(학사과정) 제19조의2(학점포기)
2.내용 (2021학년도 8월 졸업 예정자부터 적용)
가. 학점포기 가능 과목: 이수한 과목이 폐지되어 재수강 불가인 과목
1) 학점포기 신청 방법
유세인트 → 학사관리 → 수강신청/교과과정 → 학점포기 신청
※ 본인 이수 과목 중 폐지과목 확인 방법(2020학년도 폐지 과목은 2021.02.15까지 업데이트 예정)
나. 학점포기 가능 대상: 졸업 예정자(그 외 재학생, 휴학생, 수료생, 졸업생 불가)
다. 학점포기 신청 시기: 졸업학기 성적 집계 마감 후
(2월 졸업생: 1월 중순 예정 / 8월 졸업생: 7월 중순 예정)
라. 학점포기 가능 학점: 최대 6학점
마. 학점포기 결과
1) 학적부 성적: 학점포기한 과목의 성적 남은 상태로 계산
증명(출력)용 성적: 학점포기한 과목의 성적 제외하고 계산
2) 증명용 성적증명서에 학점포기한 과목 옆에 ‘W’ 표기(기존 성적은 미표기)
(예시) 과목명 3.0 A+ (일반 성적)
과목명 0.0 W (학점포기 성적)
3.유의사항
가. 포기한 성적은 어떠한 경우에도 재인정하지 않음
나. 포기한 성적으로 인해 졸업 요건 충족에 문제 없어야 함
다. 졸업 시 수상자는 학점포기 전 성적으로 선발
라. 이미 취득한 성적에 의한 학사경고는 학점포기 해도 남아있음
마. 이수 과목은 폐지됐지만 대체과목이 있는 경우, 학점포기 또는 대체과목 재수강 중 선택 가능
<재수강 기준 변경 안내>
1.규정명: 3-1-2. 학칙시행세칙(학사과정) 제19조(재수강)
2.내용 (2021학년도 1학기부터 모든 학번에 적용)
구분
재수강 가능 성적
성적 한도
횟수 제한
C+ 이하
A-
총 8과목
∙ 한 과목을 여러 번 재수강 해도 한 과목 재수강으로 인정
∙ 학기당 재수강 횟수 제한 없음
∙ 이미 재수강 8과목 이상한 학생들은 더 이상 재수강 불가"
