department,title,author,date,link,content
학교와 기업 간 산학협력 관계를 기반으로 기업은 학생들에게 현장실습 기회를 제공하고,
학생들은 직무경험을 통해 학점을 인정받을 수 있는 제도!
현장실습학기제
!!
“
직무경험
,
학점인정
,
실습비
,
장학금 지급
까지
1
석
4
조
!!!
재학중에 나의
취업경쟁력
과
직무역량
을 높일 수 있는 기회를 놓치지 마세요
!!!
현장실습학기제
는 ‘대학생 현장실습학기제 운영규정’ [교육부 고시 제2022-1호]에 따라 운영하는 산학연계 교육과정으로
해당 학기(2025-겨울학기)를 등록하고, 기업에서 실습하며 학점을 인정받는 제도입니다.
희망 진로 분야의 근무 현장에서, 향후 입사 지원 시 자기소개서를 가득 채울 실무 경험을 쌓으며 학점을 취득하는
현장실습학기제 참여 학생을 모집합니다.
우리도 경력이 있는 신입이 될 수 있습니다! 관심있는 학생들의 적극적인 지원을 바랍니다!
1.현장실습학기제 전체 일정
구분
학생
기업
실습진행
학생 지원
선발
일정
실습기관별 접수 마감일까지
※실습기관마다 접수 마감일 상이
※접수 마감일 전에
조기 마감될 수 있음
※추가모집은 12월 첫째주까지 계속 업데이트
추가지원 접수마감일로부터
7~10일 이내
※실습기관마다 선발일정 상이
2025.12.22.(
월
)~2026.2.28(
토
)
※
일부 실습기관은 다를 수 있음
※
2025-
겨울학기
~2026-1
학기까지
실습기간이 총
6
개월인 기업도 있으니
,
<
학생 자격사항
>
을 반드시 확인 후 지원
2. 참여기준
가. 학부 3~4학년 재학생
나. 2025-겨울학기 기준 재학생(2025-2학기 휴학생 및 2026.2월 졸업예정자는 현장실습 참여 불가)
다. 산업체위탁교육과정 및 재직자특별전형과정, 계약학과 등 재직 중인 학생은 현장실습 참여 불가
3. 지원방법
:
본교 현장실습지원시스템
(
←
클릭
)
4. 현장실습 신청 기본절차
(
상세절차 및 내용은 첨부한 참여 안내문 반드시 참조
)
LMS 사전교육1
이수(필수) → 본교 현장실습시스템 로그인 (u-saint ID/PW) → 서약서, 이력서, 자기소개서 작성
→ 기업의 현장실습 운영계획서 확인→ 기업 지원, 수강과목 선택 → 서류 또는 서류&면접전형
→ 최종 선발 학생 사전교육2 및 의무교육 이수, 등록금 납부 → 협약 → 현장실습 시작
5. 지원사항
가
.
학교
1) 실습기간에 따른 학점 인정(일반선택, 전공선택), 성적은 P/F 처리
2)
학교지원금 지급
(
계절학기 수업료
)
및 학생 상해보험 가입
3) 현장실습 지원 학생을 위한 서류/면접 특강, 1:1 클리닉, 코칭
나
.
실습기관
(
기업
)
1) 학생 산재보험 가입
2) 매월
실습지원비 지급
(
최저 시급의
75%~100%
이상
,
실습기관별 상이
)
6. [
필수
]
현장실습학기제 안내 교육 영상 수강 안내
가.
수강경로
: LMS
→
비정규과정
→
2025-
겨울학기 현장실습학기제 참여학생 사전교육
1
→
‘
신청
’
후 수강 가능
나. 수강기간:
2025.10.22(
수
)
부터 수강신청 가능
하며 현장실습 신청 전에 반드시 수강 필수
7.
현장실습서류
/
면접
1:1
클리닉 신청 안내
1:1 자기소개서 클리닉/1:1 면접지도 ☞
신청하기
※ 현장실습지원시스템에 입력한 이력서 및 자소서를 토대로 클리닉이 진행되니,
신청 전에 시스템에 이력서, 자소서 입력 필수! 서약서 동의 필수!
자세한 안내는 첨부파일을 꼭 확인하시기 바랍니다
.
문의: 현장실습지원센터 02-820-0878 / foot@ssu.ac.kr / 학생회관 501호"
ssu_main,학사,학사팀,2025-11-17,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category=%ED%95%99%EC%82%AC&paged=1&slug=2025-2%ED%95%99%EA%B8%B0%EA%B2%A8%EC%9A%B8%EA%B3%84%EC%A0%88%EC%A0%9C-%EC%88%98%EC%97%85-%ED%8F%AC%ED%95%A8-%EC%84%B1%EC%A0%81%EC%B2%98%EB%A6%AC-%EC%95%88%EB%82%B4&keyword,
ssu_main,학사,학사팀,2025-11-14,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category=%ED%95%99%EC%82%AC&paged=1&slug=2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%EC%A1%B8%EC%97%85-%EC%A2%85%ED%95%A9-%EC%95%88%EB%82%B4&keyword,"2025학년도 2학기 졸업 종합 안내
25-2학기 졸업예정자를 대상으로 졸업 종합 안내드립니다.
*이번 학기 주요 변경 사항*
0학점재학제도 폐지
학사학위 취득유예제도 신설
제도 변경에 따라 졸업예정자의 졸업확정신고 선택지가 변경됩니다.
동의 – 졸업
거부 – 추가학기(졸업에 필요한 학점 기준 미충족자 or 학점 기준 충족 후 학업 지속 희망자)
학사학위 취득유예(졸업에 필요한 학점 기준, 논문/시험 등 모든 요건 충족자)
수료(졸업에 필요한 학점 기준 충족, 논문/시험 요건 미충족자)(졸업확정신고 없이 수료요건 충족자 자동 수료처리)
*학점 기준 충족+논문/시험 미충족자는 수료 대상자이지만 졸업 제도 변경에 따라 한시적으로 유예 신청이 가능합니다.
세부 내용은 첨부파일을 참고하시기 바랍니다.
감사합니다.
2025-2학기-졸업-종합-안내학생-공지용.pdf"
ssu_main,학사,학원선교팀,2025-11-14,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category=%ED%95%99%EC%82%AC&paged=1&slug=2026-1%ED%95%99%EA%B8%B0-%EA%B5%90%ED%95%99%EC%97%B0%EA%B3%84%EC%B1%84%ED%94%8C-%EC%8B%A0%EC%B2%AD-%EC%95%88%EB%82%B4&keyword,"2026-1
학기 교학연계채플 신청 안내
2026학년도 1학기부터 교학연계채플을 새롭게 도입합니다.
교학연계채플은 숭실대학교 채플의 기독교 정체성을 지키고,
미래세대의 신앙 증진을 도모하기 위해 교회와 대학이 협력하여 운영하는 교과목입니다.
이를 통해 숭실대학교 재학생들이 청년 예배 참석 및 청년부 활동 참여를 확대하며
신앙의 회복과 성장을 경험하는 기회가 되기를 기대합니다.
교학연계채플 참여를 희망하는 학생은 아래 운영 지침 사항을 숙지한 후 신청해주시기 바랍니다.
1. 신청 자격 및 이수 기준
가. 신청 대상
–
2026-1
학기 기준
“6
회차
”
채플 수강대상 학생에 한하여 신청 가능
(
채플 마지막 학기 수강 대상자
)
나. 이수 기준
1)
본교 채플 운영 기간 중 총
9
회 이상 예배 참석 및 청년부 활동 참여
2)
매주
[
붙임
3]
활동보고서
(
설교 요약 및 청년부 활동 보고
)
를 제출
다. 학점 인정
– 0.5학점 (채플 교과와 동일하게 인정)
– 졸업인정요건인 채플 이수 6회 중 1회로 인정
2. 신청 가능한 교회 요건
(
모두 충족 필요
)
가. 교인 50명 이상이고, 청년예배가 별도로 운영되는 교회
나. 교목실이 건전하다고 인정하는 교단에 소속된 교회
3. 신청 방법
가
.
교목실을 통해 교회를 추천받고자 하는 경우
– [붙임2] 교학연계채플 참여신청서 작성 후 교목실 방문 제출
(기한:
2025.12.19.(금)까지
)
나
.
현재 출석 중인 교회를 신청하고자 하는 경우
– 아래 3가지 서류를 교목실 방문 제출 (기한
:
2025.12.19.(금)까지
)
• [붙임2] 교학연계채플 참여신청서
• 교단 소속증명서 (출석 중인 교회에서 발급)
• 청년예배 정보 확인이 가능한 자료 (예: 주보 등)
[붙임1] 숭실대학교 교학연계채플 운영지침
[붙임2] 교학연계채플 참여신청서
[붙임3] 교학연계채플 활동보고서
※ 문의 숭실대학교 교목실 학원선교팀 02-820-0123
붙임1-숭실대학교-교학연계채플-운영지침.pdf
붙임2-교학연계채플-참여신청서.hwp
붙임3-교학연계채플-활동보고서.hwpx"
ssu_main,학사,학원선교팀,2025-11-14,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category=%ED%95%99%EC%82%AC&paged=1&slug=%E2%96%A0-2025-2%ED%95%99%EA%B8%B0-%EB%B9%84%EC%A0%84%EC%B1%84%ED%94%8C-%EC%84%A4%EB%AC%B8%EC%A1%B0%EC%82%AC-%EC%B0%B8%EC%97%AC-%EC%95%88%EB%82%B4&keyword,"본교 채플 운영의 지속적인 개선을 목적으로
이번 학기 비전채플을 이수한 재학생 여러분의 소중한 의견을 구합니다
.
설문에 진지하게 참여 및 응답해주시기 바랍니다
.
참여방법
:
u-SAINT
로그인
>
학사관리
>
수업
/
출석
>
(
왼쪽메뉴
)
채플정보조회
>
설문조사
“
참여하기
”
클릭
설문기간
:
2025. 11. 24.(
월
) ~ 12. 7.(
일
)
※
설문조사에 참여하여야 추후
채플 교과 성적
(Pass/Fail)
열람이 가능
합니다
.
교목실 학원선교팀
문의
: 02-820-0121"
ssu_main,학사,총무처(예비군연대),2025-11-12,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category=%ED%95%99%EC%82%AC&paged=1&slug=2025%EB%85%84%EB%8F%84-%EC%98%88%EB%B9%84%EA%B5%B0-%ED%9B%88%EB%A0%A8-%EA%B4%80%EB%A0%A8-%EB%82%B4%EC%9A%A9%EC%95%88%EB%82%B4&keyword,"안녕하세요, 숭실대학교 예비군연대입니다.
2025년도 예비군 훈련과 관련하여 아래와 같이 안내 드립니다.
11월 19일(수) 동원보충대대 훈련 참석 대상
가. 병무청으로부터 훈련통지서 또는 훈련 참석 안내 문자를 받은   학생 예비군 441명이 해당됩니다.
나. 반드시 훈련통지서의 안내에 따라 지정된 시간·장소로 참석하시기    바랍니다.
* 훈련일자 예비군 홈페이지에서 확인
복학 등으로 전입이 늦은 학생 예비군
가. 복학이 늦어 이번 훈련 통지서를 받지 못한 7명 학생 예비군은  12월 10일(수)실시되는 1차 기본훈련대상입니다.
나. 훈련통지서는 메일 및 문자로 개별 발송될 예정입니다.
* 훈련일자 예비군 홈페이지에서 확인
9월 훈련 무단불참 및 연기자 차후 훈련 안내
가. 지난 9월
1
차 기본훈련
을 무단 불참했거나 연기한 학생은   금년(2025년)에는
2
차 기본훈련 계획이 없습니다
.
나. 52사단 예비군훈련장 훈련장 사정으로 인해
2
차 기본훈련은
2026
년
3
월 이후로 이월
될 예정입니다.
26년 2차 기본훈련 이월도 동일하게  8시간을 받으면 됩니다.    훈련 통지서도 내년도에 받게 될 것입니다.
따라서 위 해당자는
11
월
19
일과
12
월
10
일 훈련 대상자가 아님을
확실히 인지하시고 무단 참석하는 상황이 없도록 주의 당부 바랍니다
.
문의처숭실대학교 예비군연대
02-820-0178"
ssu_main,학사,인권팀,2025-11-11,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category=%ED%95%99%EC%82%AC&paged=1&slug=2025%ED%95%99%EB%85%84%EB%8F%84-2%ED%95%99%EA%B8%B0-%ED%95%99%EB%B6%80%EC%83%9D-%EB%B0%8F-%EB%8C%80%ED%95%99%EC%9B%90%EC%83%9D-%EB%8C%80%EC%83%81-%ED%8F%AD%EB%A0%A5%EC%98%88%EB%B0%A9%EA%B5%90%EC%9C%A1&keyword,"2025학년도 2학기 학부생 및 대학원생 대상 폭력예방교육 실시 안내
2025학년도 2학기 본교 학부 및 대학원 재학생 대상 폭력예방교육을 다음과 같이 실시합니다.
해당 교육은 법정 의무 교육으로 미이수 시 성적조회가 제한되오니 기한 내 이수를 부탁드립니다.
1. 관련 법령
– 양성평등기본법 제31조
– 성폭력방지 및 피해자보호 등에 관한 법률 제5조
-가정폭력방지 및 피해자보호 등에 관한 법률 제4조의3
2. 대상: 2025학년도 2학기 학부/대학원 재학생
(1학기 이수자는 재이수 불필요)
3. 교육명: 2025년 학부/대학원생을 위한 폭력예방교육
4. 이수기간: 10월1일(수) ~ 12월31일(수)
(단, 성적조회를 위해서는 기말고사 기간 전 수강 필요)
5. 이수방법
유세인트 접속→LMS마이페이지(Learning)→2025년 학부/대학원생을 위한 폭력예방교육→’과목 홈 바로가기’
→
주차학습→언어별 강의 선택(한국어, 중국어, 영어 중 택1)
6. 유의사항
가. 차수와 상관없이 ‘1개 언어, 하나의 강의’만 100% 수강하면 이수
나. 이수기간 내 시청한 내용만 학습기록으로 인정됨
7.
미이수 시 성적조회 제한: 교육 이수 다음날 오후부터 성적조회가 가능(토, 일요일 제외)
8. 문의: 인권센터 인권팀 02-820-0842 / humanrights@ssu.ac.kr"
ssu_main,학사,현장실습지원센터,2025-10-21,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category=%ED%95%99%EC%82%AC&paged=1&slug=2025-%EA%B2%A8%EC%9A%B8%ED%95%99%EA%B8%B0-%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5%ED%95%99%EA%B8%B0%EC%A0%9C-%ED%95%99%EC%83%9D-%EC%B0%B8%EC%97%AC-%EC%95%88%EB%82%B4&keyword,"2025-겨울학기 현장실습학기제 학생 참여 안내
“
학교와 기업 간 산학협력 관계를 기반으로 기업은 학생들에게 현장실습 기회를 제공하고,
학생들은 직무경험을 통해 학점을 인정받을 수 있는 제도!
현장실습학기제
!!
“
직무경험
,
학점인정
,
실습비
,
장학금 지급
까지
1
석
4
조
!!!
재학중에 나의
취업경쟁력
과
직무역량
을 높일 수 있는 기회를 놓치지 마세요
!!!
현장실습학기제
는 ‘대학생 현장실습학기제 운영규정’ [교육부 고시 제2022-1호]에 따라 운영하는 산학연계 교육과정으로
해당 학기(2025-겨울학기)를 등록하고, 기업에서 실습하며 학점을 인정받는 제도입니다.
희망 진로 분야의 근무 현장에서, 향후 입사 지원 시 자기소개서를 가득 채울 실무 경험을 쌓으며 학점을 취득하는
현장실습학기제 참여 학생을 모집합니다.
우리도 경력이 있는 신입이 될 수 있습니다! 관심있는 학생들의 적극적인 지원을 바랍니다!
1.현장실습학기제 전체 일정
구분
기업
학생
기업
실습진행
기업 참여
학생 지원
선발
일정
2025.10.20.(월)
~10.30(목)
2025.10.31(
금
)
오후
2
시
~11.13(
목
)
오후
2
시까지
※
10.31(
금
)
오후
2
시부터 모집공고 조회 가능
※
일부실습기관은 지원기간 다르니 반드시 확인
※
학과별로 본인이 지원가능한 기업만 조회됨
※
추가로 참여하는 실습기관도 있으므로
WESS
에서추가 참여 실습기관 수시 조회 요망
※
추가 모집 및 선발일정은 실습기관마다 다를 수 있음
2025.11.14.(
금
) ~11.25.(
화
)
※
이후 추가 선발일정은
실습기관별로 상이
2025.12.22.(
월
)~2026.2.28(
토
)
※
일부 실습기관은 다를 수 있음
※
2025-
겨울학기
~2026-1
학기까지
실습기간이 총
6
개월인 기업도 있으니
,
<
학생 자격사항
>
을 반드시 확인 후 지원
2. 참여기준
가. 학부 3~4학년 재학생
나. 2025-겨울학기 기준 재학생(2025-2학기 휴학생 및 2026.2월 졸업예정자는 현장실습 참여 불가)
다. 산업체위탁교육과정 및 재직자특별전형과정, 계약학과 등 재직 중인 학생은 현장실습 참여 불가
3. 지원방법
:
본교 현장실습지원시스템
(
←
클릭
)
4. 현장실습 신청 기본절차
(
상세절차 및 내용은 첨부한 참여 안내문 반드시 참조
)
LMS 사전교육1
이수(필수) → 본교 현장실습시스템 로그인 (u-saint ID/PW) → 서약서, 이력서, 자기소개서 작성
→ 기업의 현장실습 운영계획서 확인→ 기업 지원, 수강과목 선택 → 서류 또는 서류&면접전형
→ 최종 선발 학생 사전교육2 및 의무교육 이수, 등록금 납부 → 협약 → 현장실습 시작
5. 지원사항
가
.
학교
1) 실습기간에 따른 학점 인정(일반선택, 전공선택), 성적은 P/F 처리
2)
학교지원금 지급
(
계절학기 수업료
)
및 학생 상해보험 가입
3) 현장실습 지원 학생을 위한 서류/면접 특강, 1:1 클리닉, 코칭
나
.
실습기관
(
기업
)
1) 학생 산재보험 가입
2) 매월
실습지원비 지급
(
최저 시급의
75%~100%
이상
,
실습기관별 상이
)
6. [
필수
]
현장실습학기제 안내 교육 영상 수강 안내
가.
수강경로
: LMS
→
비정규과정
→
2025-
겨울학기 현장실습학기제 참여학생 사전교육
1
→
‘
신청
’
후 수강 가능
나. 수강기간:
2025.10.22(
수
)
부터 수강신청 가능
하며 현장실습 신청 전에 반드시 수강 필수
7. 현장실습 합격 특강 안내
주제
일시 및 장소
강사
신청방법
ChatGPT
로 매력적인 현장실습 자소서 설계하기
[1차] 2025.11.5.(수) 오후6시~8시,
[2차] 2025.11.7.(금) 오후3시~5시
/ 전산관 327호
이서하 강사
신청방법:
슈패스 시스템
바로가기
서류 특강
[
기본과정
/
오프라인
]
2025.11.5.(수) 오후 3:00-5:00 / 전산관 327호
송영상 교수
서류 특강
[
사례중심과정
/
온라인
]
2025.11.6.(목) 오후 3:00-5:00 / ZOOM
임성일 교수
면접 특강
[
기본과정
/
오프라인
]
2025.11.14.(금) 오후 3:00-5:00 / 전산관 327호
송영상 교수
면접 특강
[
사례중심과정
/
온라인
]
2025.11.17.(월) 오후 3:00-5:00 / ZOOM
임성일 교수
8. 현장실습서류
/
면접
1:1
클리닉 신청 안내
1:1 자기소개서 클리닉/1:1 면접지도 ☞
신청하기
※ 현장실습지원시스템에 입력한 이력서 및 자소서를 토대로 클리닉이 진행되니,
신청 전에 시스템에 이력서, 자소서 입력 필수! 서약서 동의 필수!
자세한 안내는 첨부파일을 꼭 확인하시기 바랍니다
.
문의: 현장실습지원센터 02-820-0878 / foot@ssu.ac.kr / 학생회관 501호
1_2025학년도-겨울학기-숭실대학교-현장실습-학생-참여-안내_최종_v1배포용.hwp"
ssu_main,학사,총무처(예비군연대),2025-10-20,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category=%ED%95%99%EC%82%AC&paged=1&slug=2025%EB%85%84-%ED%95%99%EC%83%9D-%EC%98%88%EB%B9%84%EA%B5%B0-%EB%8F%99%EC%9B%90%EB%B3%B4%EC%B6%A9%EB%8C%80%EB%8C%80%ED%9B%88%EB%A0%A8-%EA%B3%84%ED%9A%8D-%EB%B0%8F-%EC%9C%A0%EA%B3%A0-%EA%B2%B0&keyword,"2025
년 학생 예비군 동원보충대대훈련 계획 및 유고 결석 신청 안내
개 요
2025년 병무청 통제(지정)한 ‘학생 예비군 동원보충대대훈련 기본교육’ 계획 임
일반 계획
가. 일 시 : 2025년 11월 19일(수) / 09:00∼18:00
나. 장 소 : 서울특별시 서초구 신흥말길 79-39(강남·서초 과학과예비군 훈련장)
다. 인 원 : 449명
세부 계획
가. 훈련 대상 인원 : 449명(병무청에서 개인별 지정 / 문자 통보)
나. 차량 45인승 버스 이동 수송(예상 훈련 참석인원 약 70% 기준)
1) 버스 탐승 인원 예상인원 : 315명
2) 버스 소요 : 45인승 버스 8대
※ 자차 및 대중교통 이용 예상인원 : 130여명
행정 사항
가. 출발 장소 : 본교 베어드 홀 입구
나. 운행구간 : 숭실대 베어드 홀 입구 ↔ 서울특별시 서초구 신흥말길 79-39
(강남·서초 과학화예비군 훈련장)
다. 운행 시간 (왕복, 45인승 대형버스)
1) 출발 시간 : 학교 ⇨ 강남·서초 과학화 예비군 훈련장 (07:00, 2∼3분 간격)
2) 복귀 시간 : 강남·서초 과학화예비군 훈련장 ⇨ 학교
※ 대중교통 및 승용차 이용 훈련장 입소 및 퇴소 가능
라. 병무청에서 개별 지휘서신 및 훈련 문자 통보
마. 훈련연기는 병무청 홈페이지 및 820-4458로 전화 연기 신청
바 훈련대상자 : 예비군 홈페이지 (
www.yebigun1.mil.kr
)에서 확인 가능
※ 기타 문의사항은 숭실대 예비군연대 문의(820-0178, 0179, 0180)
예비군 훈련으로 인한 유고결석 (수업 및 채플 출석 인정) 신청 안내(요령)
가. 모든 훈련대상자는
본인이
u-SAINT
에서 직접 유고결석 신청
1) 훈련 종료 후부터 신청 가능하며,
10
일 이내에 미신청시 신청 불가
2) 예비군 홈페이지에서
교육필증출력 후 증빙서류 파일 업로드 필수
붙임: 2025년  학생 예비군 동원보충대대훈련 계획 및 유고 결석 신청 안내
2025년-학생-예비군-동원보충대대훈련계획-및-유고결석-신청안내-1-1.hwp"
ssu_main,학사,학사팀,2025-10-17,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category=%ED%95%99%EC%82%AC&paged=1&slug=2025%ED%95%99%EB%85%84%EB%8F%84-%EA%B2%A8%EC%9A%B8%EA%B3%84%EC%A0%88%EC%A0%9C-%EA%B5%AD%EB%82%B4%EB%8C%80%ED%95%99-%ED%95%99%EC%A0%90%EA%B5%90%EB%A5%98-%EC%8B%A0%EC%B2%AD-%EC%95%88%EB%82%B4&keyword,국내대학 학점교류 신청 게시판 바로가기 ← 클릭
ssu_main,학사,학원선교팀,2025-10-16,https://scatch.ssu.ac.kr/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/?f&category=%ED%95%99%EC%82%AC&paged=1&slug=%EA%B5%90%EB%AA%A9%EC%8B%A4-2025-2%ED%95%99%EA%B8%B0-%EC%86%8C%EA%B7%B8%EB%A3%B9%EC%B1%84%ED%94%8C-1%ED%95%99%EB%85%84-b%EA%B7%B8%EB%A3%B9-%EA%B0%9C%EA%B0%95-%EB%B0%8F-%EC%A1%B0%EB%B0%B0%EC%A0%95&keyword,"< 2025-2학기 소그룹채플 운영 관련 주요 안내 사항 >
1. 개강 날짜 및 운영 기간
: 소그룹채플은 A그룹(9월 4일 / 1~3분반)과 B그룹(10월 23일 / 4~6분반)으로 나누어 운영됩니다.
※
B그룹
